,Symbols,Avg_50,Avg_200,Week_52_High,Week_52_Low,Vol_Avg_10_Day,Vol_Avg_3_Months,Held_By_Institusion
4474,SGA,24.31,22.87,28.58,19.20,8.13k,6.24k,90.50%
4475,SAGE,41.11,53.83,98.39,36.13,531.68k,478.26k,92.43%
4476,SAIA,325.16,254.09,365.50,171.16,222.35k,252.64k,109.65%
4477,SLRX,0.6865,1.0013,3.5000,0.4810,576.37k,500.26k,20.67%
4478,SALM,3.3186,2.7579,6.8200,1.0400,212.9k,1.59M,16.01%
4479,SANA,19.11,21.54,44.60,14.90,892.93k,586.28k,74.59%
4480,SMTI,30.92,32.07,49.70,21.30,14.24k,16.48k,3.58%
4481,SNDK,,,,,,,
4482,SASR,48.72,45.40,51.31,31.25,226.02k,182.52k,67.21%
4483,SANG,6.22,3.72,21.23,1.50,2.04k,7.2k,21.59%
4484,SPNS,35.21,30.48,38.32,24.30,95.27k,108.28k,25.94%
4485,SRPT,84.10,79.30,174.49,65.30,776.58k,1.01M,83.60%
4486,SRSA,9.84,9.90,12.29,9.08,29.71k,22.23k,59.06%
4487,STSA,5.2052,5.2888,7.4800,4.0550,47.71k,80.91k,73.78%
4488,SVFD,6.0080,9.4680,30.1000,3.6700,31.05k,33.88k,13.75%
4489,SBTV,,,,,,,
4490,SCOA,9.78,9.78,11.00,9.60,137.4k,152.1k,57.45%
4491,SCSC,34.92,31.84,40.83,23.47,136.32k,106.29k,98.78%
4492,SCHN,51.97,49.34,59.34,27.72,255.58k,226.84k,88.15%
4493,SCHL,38.02,34.94,41.50,23.96,165.72k,107.31k,84.58%
4494,SAMA,9.83,9.83,16.80,9.67,74.12k,78.26k,N/A
4495,SPRC,6.80,6.34,8.50,0.00,9.76k,8.39k,0.00%
4496,SSAA,9.78,9.76,10.20,9.60,68.73k,38.3k,63.48%
4497,SGMS,70.46,66.88,90.20,36.89,1.12M,882.67k,88.29%
4498,SCMM,,,,,,,
4499,SCOP,,,,,,,
4500,SEAC,1.0832,1.1169,3.4400,0.6600,46.21M,11.84M,22.19%
4501,SCFS,,,,,,,
4502,SGEN,167.37,156.51,199.00,133.20,632.05k,829.45k,95.93%
4503,SHIP,1.0004,1.0996,2.4500,0.4900,2.27M,5.11M,5.94%
4504,SGII,9.85,9.85,11.00,9.67,5.72k,33.41k,17.28%
4505,EYES,2.3150,4.5185,20.0000,1.4000,597.62k,966.73k,18.15%
4506,SCWX,17.88,17.97,26.89,12.78,213.26k,145.43k,73.86%
4507,SWAT,,,,,,,
4508,SEEL,1.9340,2.9139,6.6000,1.3000,2.04M,3.27M,41.06%
4509,SIR,,,,,,,
4510,SELB,3.4180,3.8871,5.7000,2.6700,1.9M,1.19M,47.10%
4511,SIGI,79.75,78.47,91.46,62.81,206k,172.65k,82.52%
4512,LEDS,6.4650,8.6932,31.4400,3.0200,85.29k,143.11k,1.41%
4513,LGSTU,10.10,10.10,10.20,10.05,2.95k,641.55k,N/A
4514,SENEA,48.54,49.43,62.37,36.23,47.75k,29.1k,74.86%
4515,SNRH,9.78,9.76,10.56,9.60,172.84k,149.87k,67.65%
4516,AIHS,0.5707,0.8131,2.3200,0.3340,287.24k,709.2k,0.75%
4517,SENO,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4518,SNT,3.5476,4.3590,5.9700,2.8100,82.86k,68.07k,57.90%
4519,SGHL,,,,,,,
4520,SQNMD,,,,,,,
4521,SRLS,,,,,,,
4522,SREV,1.1402,1.3297,2.1800,0.9300,348.83k,228.04k,71.23%
4523,SESN,1.0538,2.2319,6.0400,0.7000,3.38M,13.62M,33.94%
4524,SVOK,9.87,9.85,10.96,8.41,1.63M,340.9k,91.82%
4525,SHMR,,,,,,,
4526,SHCR,6.2294,8.0998,12.8100,4.1500,2.07M,1.1M,27.33%
4527,SMED,7.64,10.47,18.67,6.65,165.81k,115.68k,43.76%
4528,SHQA,9.77,9.74,9.95,9.62,5.52k,30.52k,9.55%
4529,PIXY,1.0152,1.7743,4.6900,0.6300,15.99M,3.46M,3.88%
4530,SISI,9.00,8.50,19.40,2.95,34.16k,57.03k,2.64%
4531,SHLS,28.99,30.11,44.04,20.94,1.1M,1.33M,89.60%
4532,SCVL,38.80,34.63,46.21,18.04,361.44k,283.74k,67.99%
4533,SHBI,19.61,17.83,23.19,12.99,55.56k,36.28k,75.07%
4534,SFLY,,,,,,,
4535,SINT,0.9400,1.3770,3.4400,0.6000,406.42k,381.51k,7.72%
4536,SEBL,,,,,,,
4537,BSRR,26.18,25.78,29.42,21.48,38.46k,32.23k,55.85%
4538,SIERU,10.01,9.99,12.08,9.90,7.66k,45.63k,N/A
4539,SRRA,22.15,19.98,24.00,13.68,57.51k,48.31k,87.66%
4540,SIGA,7.72,6.95,9.82,5.66,236.46k,329.28k,37.26%
4541,SGTX,4.1260,8.5867,51.4200,2.4800,214.11k,134.82k,60.15%
4542,SGML,9.39,6.76,10.73,2.46,128k,134.58k,64.20%
4543,SGMA,9.75,7.03,17.30,4.50,1.15M,1.59M,22.50%
4544,SILC,45.51,43.62,59.27,36.02,18.62k,25.31k,56.31%
4545,SILI,,,,,,,
4546,SILK,48.72,51.04,67.49,38.28,241.25k,272.26k,108.92%
4547,SLCR,9.86,9.77,10.78,9.56,11.13k,83.2k,79.48%
4548,SSIC,N/A,N/A,14.00,14.00,N/A,N/A,N/A
4549,SLVR,9.70,9.70,10.89,9.55,2.91k,13.6k,29.70%
4550,SBTX,7.69,23.03,63.41,5.87,435.55k,443.69k,88.83%
4551,SFNC,30.38,29.53,33.43,21.23,1M,570.6k,69.33%
4552,SMPL,38.87,35.81,42.37,26.78,619.15k,408.28k,92.02%
4553,SBGI,26.03,29.57,39.60,22.44,1.44M,793.23k,85.07%
4554,SINO,3.5352,3.6160,12.2800,2.0900,1.01M,706.87k,4.12%
4555,AMDA,,,,,,,
4556,SIRI,6.30,6.26,8.14,5.75,13.95M,16.54M,13.17%
4557,SYTA,3.5832,6.2394,15.7500,2.5000,1.36M,6.4M,7.07%
4558,SZZLU,10.11,10.11,10.26,10.01,8.76k,393.78k,N/A
4559,EDTK,1.2227,1.8572,5.1900,0.9200,475.55k,504.09k,1.23%
4560,MOBI,,,,,,,
4561,SKYW,43.28,46.32,61.16,36.35,380.8k,311.21k,89.56%
4562,SKYA,9.77,9.73,10.00,9.60,6.74k,32.9k,56.79%
4563,SLHG,2.0097,3.6070,7.5350,1.2500,84.2k,316.3k,14.75%
4564,SWKS,159.86,173.67,204.00,142.00,2.08M,1.85M,75.70%
4565,SNBR,82.17,101.01,151.44,72.72,290.06k,342.14k,100.36%
4566,SMBLW,,,,,,,
4567,SND,2.0414,2.4515,4.1600,1.7300,82.64k,92.11k,38.95%
4568,SMBK,26.60,24.77,28.03,17.86,47.68k,29.37k,42.16%
4569,SDC,3.7554,6.7465,16.0800,2.2900,7.38M,11.09M,66.92%
4570,SMSI,5.5420,5.3249,8.0500,4.4300,339.08k,376.62k,37.43%
4571,SMTB,,,,,,,
4572,SNBJ,,,,,,,
4573,LITM,6.47,6.47,18.42,4.44,411.66k,1.92M,N/A
4574,SOFI,18.49,17.51,28.26,11.80,29.67M,30.19M,32.93%
4575,DNAA,9.92,9.89,10.15,9.71,7.74k,108.75k,92.15%
4576,DNAC,9.89,9.87,10.14,9.70,26.93k,58.78k,91.70%
4577,SOPA,18.87,18.87,77.34,3.27,44.91M,13.49M,N/A
4578,SCKT,5.5848,6.3500,35.0000,2.3800,79.17k,148.29k,4.68%
4579,SWAG,9.87,9.87,9.96,9.77,11.41k,37.3k,6.75%
4580,SEDG,324.94,279.81,389.71,199.33,1.74M,863.85k,82.98%
4581,SLXA,,,,,,,
4582,SLDP,11.35,10.49,14.85,8.64,2.51M,2.55M,N/A
4583,SOLY,20.88,20.64,22.60,7.53,514.83k,181.37k,40.29%
4584,SLNH,12.11,9.49,18.90,3.20,268.44k,208.91k,5.11%
4585,SMRAD,,,,,,,
4586,SONC,,,,,,,
4587,SNWL,,,,,,,
4588,SONN,0.5698,1.1501,3.4200,0.4000,1.81M,2.67M,1.84%
4589,SOTK,6.51,4.53,9.49,2.67,78.72k,118.22k,44.61%
4590,SONO,31.89,35.27,44.72,22.76,1.88M,2.55M,81.85%
4591,SPHS,0.0002,0.0113,0.0700,0.0000,N/A,1.59k,0.03%
4592,SRNE,6.14,7.62,17.25,4.69,6.53M,5.49M,24.37%
4593,SOHO,2.3324,2.7852,4.4900,1.8900,126.38k,92.63k,19.80%
4594,SDBT,,,,,,,
4595,SMMC,,,,,,,
4596,SSB,80.02,78.68,93.26,62.60,347.39k,312.57k,81.73%
4597,SMBC,53.58,46.32,61.93,29.26,33.97k,24.02k,50.93%
4598,SBSI,42.02,39.59,45.36,30.79,168.3k,100.55k,51.84%
4599,SPABD,,,,,,,
4600,SGRP,1.3816,1.5398,3.8600,1.0100,70.3k,166.55k,6.83%
4601,SPAR,,,,,,,
4602,SPEFV,,,,,,,
4603,SSPI,,,,,,,
4604,ANY,5.1604,3.9911,11.9800,1.2800,3.78M,14.82M,7.58%
4605,SHCAU,10.10,10.10,10.19,10.03,11.94k,506.59k,0.05%
4606,STXB,27.01,24.10,30.46,16.37,70.14k,84.72k,42.90%
4607,SPOK,9.75,9.87,12.86,7.16,103.97k,106.86k,82.45%
4608,SPRI,,,,,,,
4609,SMAP,9.85,9.85,10.02,9.79,7.28k,67.6k,N/A
4610,SPTK,9.74,9.70,10.00,9.60,15.24k,26.77k,N/A
4611,SPWH,15.25,17.07,18.05,10.49,1.34M,1.01M,106.07%
4612,SWTX,68.42,72.86,96.48,51.72,407.26k,345.28k,91.07%
4613,FUND,8.73,8.43,9.51,6.77,52.54k,47.93k,21.54%
4614,SFM,25.64,25.36,30.61,19.13,2.01M,1.96M,110.32%
4615,SSAG,,,,,,,
4616,SLNG,5.2176,6.9864,10.4700,2.1500,2.29k,10.77k,1.51%
4617,STAF,1.3612,2.7470,8.5200,0.8600,505.26k,621.22k,3.86%
4618,STGW,8.73,6.48,11.04,2.35,862.4k,707.49k,29.97%
4619,STLYR,,,,,,,
4620,SBLK,20.43,20.33,26.00,8.66,1.16M,2.08M,59.26%
4621,SBUX,112.91,113.96,126.32,95.92,5.58M,6.8M,71.00%
4622,STRZB,,,,,,,
4623,SFSW,,,,,,,
4624,SFFC,,,,,,,
4625,STDY,,,,,,,
4626,GASS,2.5048,2.7208,3.3200,2.0800,91.9k,129.44k,50.66%
4627,STCN,1.6828,1.8963,2.9000,0.7600,93k,88.65k,48.56%
4628,SMRT,11.13,11.82,15.14,8.81,1.13M,756.37k,34.63%
4629,STEL,,,,,,,
4630,SRCL,61.28,68.36,79.97,55.76,402.64k,389.89k,100.61%
4631,STNJ,,,,,,,
4632,STER,23.21,23.93,28.99,18.78,743.51k,393.06k,73.66%
4633,SSFN,,,,,,,
4634,SFIX,27.12,42.64,113.76,17.47,3.12M,3.08M,85.20%
4635,STOK,23.90,29.64,71.58,17.76,245.73k,188.89k,56.23%
4636,BANX,22.07,21.54,24.19,18.89,18.59k,10.44k,25.62%
4637,STNE,23.27,48.25,95.12,14.02,7.41M,7.28M,79.68%
4638,SSKN,1.5982,1.5878,2.8400,1.3000,34.73k,36.12k,68.17%
4639,SSYS,28.50,24.19,56.95,17.82,889.83k,1.2M,73.51%
4640,STRA,60.67,73.23,96.73,52.67,193.46k,191.46k,99.16%
4641,SCAQ,9.76,9.72,9.88,9.49,200,8.89k,39.38%
4642,STRT,38.37,42.36,67.28,31.89,7.19k,14.11k,71.98%
4643,STRM,1.5708,1.7543,3.8600,1.2800,113.21k,73.75k,45.08%
4644,SNAX,4.5944,7.6903,14.0000,3.1700,5.06M,919.6k,25.77%
4645,SSSSL,25.50,25.50,25.79,24.90,18.32k,18.32k,N/A
4646,SFSF,,,,,,,
4647,SUMR,10.16,11.59,23.92,7.39,10.99k,23.27k,43.26%
4648,SMIH,9.71,9.67,9.76,9.49,450,34.85k,11.65%
4649,WISA,2.0244,3.0485,7.0600,1.2600,308.67k,276.56k,9.40%
4650,SAMBD,,,,,,,
4651,SUHNV,,,,,,,
4652,SNHY,,,,,,,
4653,STKL,6.90,10.36,17.07,5.81,881.26k,862.83k,74.92%
4654,SPWR,27.46,25.75,57.52,19.34,3.14M,3.81M,34.18%
4655,SEMI,,,,,,,
4656,SPWBV,,,,,,,
4657,SBCP,,,,,,,
4658,SUNW,4.8800,8.0644,29.3700,3.0000,1.8M,1.58M,38.88%
4659,SMCI,41.55,37.84,47.14,30.52,237.54k,215.52k,72.13%
4660,SPCB,0.7344,1.1394,2.9500,0.4000,3.99M,1.33M,12.43%
4661,SUPRD,,,,,,,
4662,SGC,23.77,24.24,29.33,20.11,38.77k,28.58k,42.59%
4663,IDZST,,,,,,,
4664,SNZST,,,,,,,
4665,SDZST,,,,,,,
4666,SRDX,49.23,53.60,62.27,41.59,57.87k,50.67k,91.09%
4667,SURF,6.16,6.94,14.40,4.64,581.21k,609.08k,59.74%
4668,SURG,3.0917,6.4874,28.5000,2.0140,156.95k,1.19M,0.02%
4669,SRZN,7.88,8.07,14.00,5.49,68.61k,46.91k,67.92%
4670,SVBF,,,,,,,
4671,SDXC,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4672,SYLN,,,,,,,
4673,ZZX,,,,,,,
4674,SSRG,,,,,,,
4675,SYGR,,,,,,,
4676,SYNA,254.16,178.14,299.39,95.90,442.66k,397.07k,94.59%
4677,SNCR,2.5880,2.8507,6.5900,2.1500,743.42k,524.63k,50.79%
4678,SYNH,98.15,89.61,104.18,66.01,519.47k,559.58k,87.13%
4679,SGYP,,,,,,,
4680,SYBX,2.5514,3.1547,5.1100,2.1500,231.33k,280.12k,38.73%
4681,SNTA,,,,,,,
4682,SES,,,,,,,
4683,SYNMZ,,,,,,,
4684,SYPR,3.0534,3.3317,7.8900,1.4100,127.46k,158.81k,8.87%
4685,TROW,205.17,198.92,224.56,145.82,981.75k,1.07M,74.02%
4686,TTOO,0.6556,1.0320,3.7900,0.4500,2.34M,2.58M,17.65%
4687,TBSA,9.73,9.64,9.95,2.47,6.91k,22.98k,41.11%
4688,TCBC,13.49,13.19,14.15,11.80,3.46k,4.15k,0.03%
4689,TCRR,5.8208,13.9708,35.1000,4.5200,1.29M,818.53k,103.33%
4690,PETZ,4.36,2.83,14.52,1.12,652.04k,5.43M,0.76%
4691,TESS,6.14,6.48,9.25,5.08,124.87k,246.7k,61.53%
4692,ZVZZT,N/A,N/A,10.17,9.97,N/A,N/A,N/A
4693,TFSL,18.88,19.84,22.54,16.95,199.18k,182.02k,89.95%
4694,TGVC,9.83,9.83,10.00,9.78,18.1k,71.03k,6.00%
4695,USCTU,10.11,10.11,10.19,10.00,5.64k,386.38k,27.03%
4696,TLGYU,10.06,10.06,10.15,9.97,29.92k,1.03M,N/A
4697,TOMZ,1.5320,2.3621,6.5000,1.0700,625.33k,1.9M,3.68%
4698,TRMD,7.95,8.44,10.16,6.93,111.08k,242.49k,78.14%
4699,TPIC,22.35,38.36,81.36,14.05,1.39M,1.04M,102.84%
4700,TROO,5.60,4.90,29.00,1.30,47.87k,474.43k,N/A
4701,TCRX,7.20,8.19,14.71,4.53,94.22k,39.43k,N/A
4702,TTMI,14.10,14.21,15.36,11.73,1.11M,997.28k,106.51%
4703,TZPS,9.77,9.75,10.25,9.60,84.83k,37.75k,65.82%
4704,TRHC,16.54,33.88,69.31,10.05,837.52k,668.64k,94.00%
4705,TTWO,175.84,171.27,214.91,144.58,1M,1.22M,89.30%
4706,TLIS,4.7974,8.6379,33.9000,3.6400,173.55k,190.09k,76.85%
4707,TALX,,,,,,,
4708,TNOX,,,,,,,
4709,TAOP,2.8180,4.3640,16.8600,1.8200,70.61k,119.98k,0.63%
4710,TH,3.8550,3.5366,5.4900,1.5000,176.03k,108.55k,83.06%
4711,TASK,52.43,49.03,85.49,26.66,690.86k,1.29M,144.98%
4712,TTCF,16.90,18.89,27.80,14.81,792.59k,1.3M,16.87%
4713,TAYD,11.10,11.54,12.43,9.84,3.77k,3.42k,17.83%
4714,TSTFD,,,,,,,
